fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
E8-21118,Training and Service Requirements for Merchant Marine Officers,2008-09-11,https://www.govinfo.gov/content/pkg/FR-2008-09-11/pdf/E8-21118.pdf,https://www.federalregister.gov/documents/2008/09/11/E8-21118/training-and-service-requirements-for-merchant-marine-officers,,www.govinfo.gov,Rule,Merchant Mariner Credential
E8-21554,Financial Responsibility for Water Pollution (Vessels) and OPA 90 Limits of Liability (Vessels and Deepwater Ports),2008-09-17,https://www.govinfo.gov/content/pkg/FR-2008-09-17/pdf/E8-21554.pdf,https://www.federalregister.gov/documents/2008/09/17/E8-21554/financial-responsibility-for-water-pollution-vessels-and-opa-90-limits-of-liability-vessels-and,,www.govinfo.gov,Rule,policy letter
E8-22247,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0040,2008-09-23,https://www.govinfo.gov/content/pkg/FR-2008-09-23/pdf/E8-22247.pdf,https://www.federalregister.gov/documents/2008/09/23/E8-22247/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0040,,www.govinfo.gov,Notice,Merchant Mariner Credential
E8-22724,Medical and Physical Evaluation Guidelines for Merchant Mariner Credentials,2008-09-29,https://www.govinfo.gov/content/pkg/FR-2008-09-29/pdf/E8-22724.pdf,https://www.federalregister.gov/documents/2008/09/29/E8-22724/medical-and-physical-evaluation-guidelines-for-merchant-mariner-credentials,,www.govinfo.gov,Notice,NMC Policy Letter
E8-23033,Cook Inlet Regional Citizens' Advisory Council Charter Renewal,2008-10-01,https://www.govinfo.gov/content/pkg/FR-2008-10-01/pdf/E8-23033.pdf,https://www.federalregister.gov/documents/2008/10/01/E8-23033/cook-inlet-regional-citizens-advisory-council-charter-renewal,,www.govinfo.gov,Notice,policy letter
E8-22723,Review and Update of Standards for Marine Equipment,2008-10-31,https://www.govinfo.gov/content/pkg/FR-2008-10-31/pdf/E8-22723.pdf,https://www.federalregister.gov/documents/2008/10/31/E8-22723/review-and-update-of-standards-for-marine-equipment,,www.govinfo.gov,Rule,policy letter
E8-29726,"Security Zone; Potomac and Anacostia Rivers, Washington, DC, Arlington and Fairfax Counties, VA, and Prince George's County, MD",2008-12-17,https://www.govinfo.gov/content/pkg/FR-2008-12-17/pdf/E8-29726.pdf,https://www.federalregister.gov/documents/2008/12/17/E8-29726/security-zone-potomac-and-anacostia-rivers-washington-dc-arlington-and-fairfax-counties-va-and,,www.govinfo.gov,Rule,policy letter
E8-30387,"Security Zone; Escorted Vessels in Captain of the Port Zone Jacksonville, FL",2008-12-22,https://www.govinfo.gov/content/pkg/FR-2008-12-22/pdf/E8-30387.pdf,https://www.federalregister.gov/documents/2008/12/22/E8-30387/security-zone-escorted-vessels-in-captain-of-the-port-zone-jacksonville-fl,,www.govinfo.gov,Rule,policy letter
E8-30604,Salvage and Marine Firefighting Requirements; Vessel Response Plans for Oil,2008-12-31,https://www.govinfo.gov/content/pkg/FR-2008-12-31/pdf/E8-30604.pdf,https://www.federalregister.gov/documents/2008/12/31/E8-30604/salvage-and-marine-firefighting-requirements-vessel-response-plans-for-oil,,www.govinfo.gov,Rule,policy letter
E8-31419,Information Collection Request to Office of Management and Budget; OMB,2009-01-06,https://www.govinfo.gov/content/pkg/FR-2009-01-06/pdf/E8-31419.pdf,https://www.federalregister.gov/documents/2009/01/06/E8-31419/information-collection-request-to-office-of-management-and-budget-omb,,www.govinfo.gov,Notice,Merchant Mariner Credential
E9-847,Maritime Identification Credentials,2009-01-16,https://www.govinfo.gov/content/pkg/FR-2009-01-16/pdf/E9-847.pdf,https://www.federalregister.gov/documents/2009/01/16/E9-847/maritime-identification-credentials,,www.govinfo.gov,Rule,Merchant Mariner Credential
E9-802,Pollution Prevention Equipment,2009-01-16,https://www.govinfo.gov/content/pkg/FR-2009-01-16/pdf/E9-802.pdf,https://www.federalregister.gov/documents/2009/01/16/E9-802/pollution-prevention-equipment,,www.govinfo.gov,Rule,policy letter
E9-3162,Safety and Security Zones: New York Marine Inspection Zone and Captain of the Port Zone,2009-02-13,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3162.pdf,https://www.federalregister.gov/documents/2009/02/13/E9-3162/safety-and-security-zones-new-york-marine-inspection-zone-and-captain-of-the-port-zone,,www.govinfo.gov,Rule,policy letter
E9-5436,Consolidation of Merchant Mariner Qualification Credentials,2009-03-16,https://www.govinfo.gov/content/pkg/FR-2009-03-16/pdf/E9-5436.pdf,https://www.federalregister.gov/documents/2009/03/16/E9-5436/consolidation-of-merchant-mariner-qualification-credentials,,www.govinfo.gov,Rule,NMC Policy Letter
E9-6422,Head and Gut Fleet; Guidance for Implementation of the Alternate Compliance and Safety Agreement Program,2009-03-24,https://www.govinfo.gov/content/pkg/FR-2009-03-24/pdf/E9-6422.pdf,https://www.federalregister.gov/documents/2009/03/24/E9-6422/head-and-gut-fleet-guidance-for-implementation-of-the-alternate-compliance-and-safety-agreement,,www.govinfo.gov,Notice,policy letter
E9-6852,Transportation Worker Identification Credential (TWIC)-Reader Requirements,2009-03-27,https://www.govinfo.gov/content/pkg/FR-2009-03-27/pdf/E9-6852.pdf,https://www.federalregister.gov/documents/2009/03/27/E9-6852/transportation-worker-identification-credential-twic-reader-requirements,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
E9-6974,Prince William Sound Regional Citizens' Advisory Council (PWSRCAC) Charter Renewal,2009-03-30,https://www.govinfo.gov/content/pkg/FR-2009-03-30/pdf/E9-6974.pdf,https://www.federalregister.gov/documents/2009/03/30/E9-6974/prince-william-sound-regional-citizens-advisory-council-pwsrcac-charter-renewal,,www.govinfo.gov,Notice,policy letter
E9-7885,Safety Zones; Fireworks Displays Within the Fifth Coast Guard District,2009-04-08,https://www.govinfo.gov/content/pkg/FR-2009-04-08/pdf/E9-7885.pdf,https://www.federalregister.gov/documents/2009/04/08/E9-7885/safety-zones-fireworks-displays-within-the-fifth-coast-guard-district,,www.govinfo.gov,Rule,policy letter
E9-9634,Crewmember Identification Documents,2009-04-28,https://www.govinfo.gov/content/pkg/FR-2009-04-28/pdf/E9-9634.pdf,https://www.federalregister.gov/documents/2009/04/28/E9-9634/crewmember-identification-documents,,www.govinfo.gov,Rule,Merchant Mariner Credential
E9-9639,Revision of LNG and LHG Waterfront Facility General Requirements,2009-04-28,https://www.govinfo.gov/content/pkg/FR-2009-04-28/pdf/E9-9639.pdf,https://www.federalregister.gov/documents/2009/04/28/E9-9639/revision-of-lng-and-lhg-waterfront-facility-general-requirements,,www.govinfo.gov,Proposed Rule,policy letter
E9-10113,Alternate Compliance Program: Vessel Inspection Alternatives,2009-05-04,https://www.govinfo.gov/content/pkg/FR-2009-05-04/pdf/E9-10113.pdf,https://www.federalregister.gov/documents/2009/05/04/E9-10113/alternate-compliance-program-vessel-inspection-alternatives,,www.govinfo.gov,Rule,policy letter
E9-10749,International Air Pollution Prevention (IAPP) Certificates,2009-05-08,https://www.govinfo.gov/content/pkg/FR-2009-05-08/pdf/E9-10749.pdf,https://www.federalregister.gov/documents/2009/05/08/E9-10749/international-air-pollution-prevention-iapp-certificates,,www.govinfo.gov,Rule,policy letter
E9-10971,Craft Routinely Operated Dockside,2009-05-11,https://www.govinfo.gov/content/pkg/FR-2009-05-11/pdf/E9-10971.pdf,https://www.federalregister.gov/documents/2009/05/11/E9-10971/craft-routinely-operated-dockside,,www.govinfo.gov,Notice,policy letter
E9-11835,"Safety Zone; Red Bull Air Race, Detroit River, Detroit, MI",2009-05-21,https://www.govinfo.gov/content/pkg/FR-2009-05-21/pdf/E9-11835.pdf,https://www.federalregister.gov/documents/2009/05/21/E9-11835/safety-zone-red-bull-air-race-detroit-river-detroit-mi,,www.govinfo.gov,Rule,policy letter
E9-15195,Establishment of Suspension and Revocation National Center of Expertise,2009-06-29,https://www.govinfo.gov/content/pkg/FR-2009-06-29/pdf/E9-15195.pdf,https://www.federalregister.gov/documents/2009/06/29/E9-15195/establishment-of-suspension-and-revocation-national-center-of-expertise,,www.govinfo.gov,Rule,Merchant Mariner Credential
E9-15485,Voluntary Compliance With International Sewage Regulations in Annex IV to MARPOL 73/78,2009-06-30,https://www.govinfo.gov/content/pkg/FR-2009-06-30/pdf/E9-15485.pdf,https://www.federalregister.gov/documents/2009/06/30/E9-15485/voluntary-compliance-with-international-sewage-regulations-in-annex-iv-to-marpol-7378,,www.govinfo.gov,Notice,policy letter
E9-15563,Consumer Price Index Adjustments of Oil Pollution Act of 1990 Limits of Liability-Vessels and Deepwater Ports,2009-07-01,https://www.govinfo.gov/content/pkg/FR-2009-07-01/pdf/E9-15563.pdf,https://www.federalregister.gov/documents/2009/07/01/E9-15563/consumer-price-index-adjustments-of-oil-pollution-act-of-1990-limits-of-liability-vessels-and,,www.govinfo.gov,Rule,policy letter
E9-17099,Information Collection Request to Office of Management and Budget; OMB Control Numbers: 1625-0012,2009-07-20,https://www.govinfo.gov/content/pkg/FR-2009-07-20/pdf/E9-17099.pdf,https://www.federalregister.gov/documents/2009/07/20/E9-17099/information-collection-request-to-office-of-management-and-budget-omb-control-numbers-1625-0012,,www.govinfo.gov,Notice,Merchant Mariner Credential
E9-18747,Consolidation of Merchant Mariner Qualification Credentials; Corrections,2009-08-06,https://www.govinfo.gov/content/pkg/FR-2009-08-06/pdf/E9-18747.pdf,https://www.federalregister.gov/documents/2009/08/06/E9-18747/consolidation-of-merchant-mariner-qualification-credentials-corrections,,www.govinfo.gov,Rule,Merchant Mariner Credential
E9-20312,Standards for Living Organisms in Ships' Ballast Water Discharged in U.S. Waters,2009-08-28,https://www.govinfo.gov/content/pkg/FR-2009-08-28/pdf/E9-20312.pdf,https://www.federalregister.gov/documents/2009/08/28/E9-20312/standards-for-living-organisms-in-ships-ballast-water-discharged-in-us-waters,,www.govinfo.gov,Proposed Rule,policy letter
E9-20310,Nontank Vessel Response Plans and Other Vessel Response Plan Requirements,2009-08-31,https://www.govinfo.gov/content/pkg/FR-2009-08-31/pdf/E9-20310.pdf,https://www.federalregister.gov/documents/2009/08/31/E9-20310/nontank-vessel-response-plans-and-other-vessel-response-plan-requirements,,www.govinfo.gov,Proposed Rule,policy letter
E9-20311,Vessel and Facility Response Plans for Oil: 2003 Removal Equipment Requirements and Alternative Technology Revisions,2009-08-31,https://www.govinfo.gov/content/pkg/FR-2009-08-31/pdf/E9-20311.pdf,https://www.federalregister.gov/documents/2009/08/31/E9-20311/vessel-and-facility-response-plans-for-oil-2003-removal-equipment-requirements-and-alternative,,www.govinfo.gov,Rule,policy letter
E9-21262,Cook Inlet Regional Citizen's Advisory Committee; Charter Renewal,2009-09-03,https://www.govinfo.gov/content/pkg/FR-2009-09-03/pdf/E9-21262.pdf,https://www.federalregister.gov/documents/2009/09/03/E9-21262/cook-inlet-regional-citizens-advisory-committee-charter-renewal,,www.govinfo.gov,Notice,policy letter
E9-21435,Anchorage Regulations; Port of New York and Vicinity,2009-09-08,https://www.govinfo.gov/content/pkg/FR-2009-09-08/pdf/E9-21435.pdf,https://www.federalregister.gov/documents/2009/09/08/E9-21435/anchorage-regulations-port-of-new-york-and-vicinity,,www.govinfo.gov,Rule,policy letter
E9-22355,Large Passenger Vessel Crew Requirements,2009-09-17,https://www.govinfo.gov/content/pkg/FR-2009-09-17/pdf/E9-22355.pdf,https://www.federalregister.gov/documents/2009/09/17/E9-22355/large-passenger-vessel-crew-requirements,,www.govinfo.gov,Rule,NMC Policy Letter
E9-21588,"Shipping; Transportation; Technical, Organizational, and Conforming Amendments",2009-09-25,https://www.govinfo.gov/content/pkg/FR-2009-09-25/pdf/E9-21588.pdf,https://www.federalregister.gov/documents/2009/09/25/E9-21588/shipping-transportation-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Merchant Mariner Credential
E9-26821,"Implementation of the 1995 Amendments to the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978",2009-11-17,https://www.govinfo.gov/content/pkg/FR-2009-11-17/pdf/E9-26821.pdf,https://www.federalregister.gov/documents/2009/11/17/E9-26821/implementation-of-the-1995-amendments-to-the-international-convention-on-standards-of-training,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
E9-28718,Merchant Mariner Credential Medical Evaluation Report (CG-719 K) and the Merchant Mariner Evaluation of Fitness for Entry Level Ratings (CG-719 K/E),2009-12-01,https://www.govinfo.gov/content/pkg/FR-2009-12-01/pdf/E9-28718.pdf,https://www.federalregister.gov/documents/2009/12/01/E9-28718/merchant-mariner-credential-medical-evaluation-report-cg-719-k-and-the-merchant-mariner-evaluation,,www.govinfo.gov,Notice,Merchant Mariner Credential
E9-29750,"Drawbridge Operation Regulation; Bonfouca Bayou, Slidell, LA",2009-12-22,https://www.govinfo.gov/content/pkg/FR-2009-12-22/pdf/E9-29750.pdf,https://www.federalregister.gov/documents/2009/12/22/E9-29750/drawbridge-operation-regulation-bonfouca-bayou-slidell-la,,www.govinfo.gov,Rule,policy letter
E9-30347,Notification of Arrival in U.S. Ports; Certain Dangerous Cargoes,2009-12-23,https://www.govinfo.gov/content/pkg/FR-2009-12-23/pdf/E9-30347.pdf,https://www.federalregister.gov/documents/2009/12/23/E9-30347/notification-of-arrival-in-us-ports-certain-dangerous-cargoes,,www.govinfo.gov,Proposed Rule,policy letter
E9-31228,"Drawbridge Operation Regulations; Harlem River, New York, NY",2010-01-05,https://www.govinfo.gov/content/pkg/FR-2010-01-05/pdf/E9-31228.pdf,https://www.federalregister.gov/documents/2010/01/05/E9-31228/drawbridge-operation-regulations-harlem-river-new-york-ny,,www.govinfo.gov,Rule,policy letter
2010-2892,Merchant Marine Personnel Advisory Committee; Meetings,2010-02-10,https://www.govinfo.gov/content/pkg/FR-2010-02-10/pdf/2010-2892.pdf,https://www.federalregister.gov/documents/2010/02/10/2010-2892/merchant-marine-personnel-advisory-committee-meetings,,www.govinfo.gov,Notice,Merchant Mariner Credential
2010-3312,Towing Safety Advisory Committee; Meetings,2010-02-22,https://www.govinfo.gov/content/pkg/FR-2010-02-22/pdf/2010-3312.pdf,https://www.federalregister.gov/documents/2010/02/22/2010-3312/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,Merchant Mariner Credential
2010-6859,"Regulated Navigation Area: Narragansett Bay, RI and Mount Hope Bay, RI and MA, Including the Providence River and Taunton River",2010-03-29,https://www.govinfo.gov/content/pkg/FR-2010-03-29/pdf/2010-6859.pdf,https://www.federalregister.gov/documents/2010/03/29/2010-6859/regulated-navigation-area-narragansett-bay-ri-and-mount-hope-bay-ri-and-ma-including-the-providence,,www.govinfo.gov,Rule,policy letter
2010-7157,Prince William Sound Regional Citizens' Advisory Council (PWSRCAC) Charter Renewal,2010-03-31,https://www.govinfo.gov/content/pkg/FR-2010-03-31/pdf/2010-7157.pdf,https://www.federalregister.gov/documents/2010/03/31/2010-7157/prince-william-sound-regional-citizens-advisory-council-pwsrcac-charter-renewal,,www.govinfo.gov,Notice,policy letter
2010-12063,"Safety Zone; San Clemente 3 NM Safety Zone, San Clemente Island, CA",2010-05-20,https://www.govinfo.gov/content/pkg/FR-2010-05-20/pdf/2010-12063.pdf,https://www.federalregister.gov/documents/2010/05/20/2010-12063/safety-zone-san-clemente-3-nm-safety-zone-san-clemente-island-ca,,www.govinfo.gov,Rule,policy letter
2010-12680,Revision of LNG and LHG Waterfront Facility General Requirements,2010-05-26,https://www.govinfo.gov/content/pkg/FR-2010-05-26/pdf/2010-12680.pdf,https://www.federalregister.gov/documents/2010/05/26/2010-12680/revision-of-lng-and-lhg-waterfront-facility-general-requirements,,www.govinfo.gov,Rule,policy letter
2010-16263,"Regulated Navigation Area: Niantic Railroad Bridge Construction, Niantic, CT",2010-07-07,https://www.govinfo.gov/content/pkg/FR-2010-07-07/pdf/2010-16263.pdf,https://www.federalregister.gov/documents/2010/07/07/2010-16263/regulated-navigation-area-niantic-railroad-bridge-construction-niantic-ct,,www.govinfo.gov,Rule,policy letter
2010-19518,"Drawbridge Operation Regulation; Elizabeth River, Eastern Branch, Norfolk, VA",2010-08-06,https://www.govinfo.gov/content/pkg/FR-2010-08-06/pdf/2010-19518.pdf,https://www.federalregister.gov/documents/2010/08/06/2010-19518/drawbridge-operation-regulation-elizabeth-river-eastern-branch-norfolk-va,,www.govinfo.gov,Rule,policy letter
2010-20122,"Changes to Standard Numbering System, Vessel Identification System, and Boating Accident Report Database",2010-08-16,https://www.govinfo.gov/content/pkg/FR-2010-08-16/pdf/2010-20122.pdf,https://www.federalregister.gov/documents/2010/08/16/2010-20122/changes-to-standard-numbering-system-vessel-identification-system-and-boating-accident-report,,www.govinfo.gov,Proposed Rule,policy letter
2010-24221,Notification of Arrival in U.S. Ports; Certain Dangerous Cargoes,2010-09-28,https://www.govinfo.gov/content/pkg/FR-2010-09-28/pdf/2010-24221.pdf,https://www.federalregister.gov/documents/2010/09/28/2010-24221/notification-of-arrival-in-us-ports-certain-dangerous-cargoes,,www.govinfo.gov,Rule,policy letter
2010-23766,"Shipping; Technical, Organizational, and Conforming Amendments",2010-09-29,https://www.govinfo.gov/content/pkg/FR-2010-09-29/pdf/2010-23766.pdf,https://www.federalregister.gov/documents/2010/09/29/2010-23766/shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,NMC Policy Letter
2010-25383,Bulk Solid Hazardous Materials: Harmonization With the International Maritime Solid Bulk Cargoes (IMSBC) Code,2010-10-19,https://www.govinfo.gov/content/pkg/FR-2010-10-19/pdf/2010-25383.pdf,https://www.federalregister.gov/documents/2010/10/19/2010-25383/bulk-solid-hazardous-materials-harmonization-with-the-international-maritime-solid-bulk-cargoes,,www.govinfo.gov,Rule,policy letter
2010-25384,Marine Vapor Control Systems,2010-10-21,https://www.govinfo.gov/content/pkg/FR-2010-10-21/pdf/2010-25384.pdf,https://www.federalregister.gov/documents/2010/10/21/2010-25384/marine-vapor-control-systems,,www.govinfo.gov,Proposed Rule,policy letter
2010-27235,Vessel Traffic Service Lower Mississippi River,2010-10-28,https://www.govinfo.gov/content/pkg/FR-2010-10-28/pdf/2010-27235.pdf,https://www.federalregister.gov/documents/2010/10/28/2010-27235/vessel-traffic-service-lower-mississippi-river,,www.govinfo.gov,Rule,policy letter
2010-27592,Policy for Banning of Foreign Vessels From Entry into United States Ports,2010-11-02,https://www.govinfo.gov/content/pkg/FR-2010-11-02/pdf/2010-27592.pdf,https://www.federalregister.gov/documents/2010/11/02/2010-27592/policy-for-banning-of-foreign-vessels-from-entry-into-united-states-ports,,www.govinfo.gov,Notice,policy letter
2010-28993,Limited Service Domestic Voyage Load Lines for River Barges on Lake Michigan,2010-11-18,https://www.govinfo.gov/content/pkg/FR-2010-11-18/pdf/2010-28993.pdf,https://www.federalregister.gov/documents/2010/11/18/2010-28993/limited-service-domestic-voyage-load-lines-for-river-barges-on-lake-michigan,,www.govinfo.gov,Rule,policy letter
2010-30741,Anchorage Regulations; Long Island Sound,2010-12-08,https://www.govinfo.gov/content/pkg/FR-2010-12-08/pdf/2010-30741.pdf,https://www.federalregister.gov/documents/2010/12/08/2010-30741/anchorage-regulations-long-island-sound,,www.govinfo.gov,Rule,policy letter
2010-30391,Passenger Weight and Inspected Vessel Stability Requirements,2010-12-14,https://www.govinfo.gov/content/pkg/FR-2010-12-14/pdf/2010-30391.pdf,https://www.federalregister.gov/documents/2010/12/14/2010-30391/passenger-weight-and-inspected-vessel-stability-requirements,,www.govinfo.gov,Rule,policy letter
2010-32017,Protection for Whistleblowers in the Coast Guard,2010-12-21,https://www.govinfo.gov/content/pkg/FR-2010-12-21/pdf/2010-32017.pdf,https://www.federalregister.gov/documents/2010/12/21/2010-32017/protection-for-whistleblowers-in-the-coast-guard,,www.govinfo.gov,Rule,policy letter
2010-32018,Temporary Suspension of Certain Oil Spill Response Time Requirements To Support Deepwater Horizon Oil Spill of National Significance (SONS) Response,2010-12-21,https://www.govinfo.gov/content/pkg/FR-2010-12-21/pdf/2010-32018.pdf,https://www.federalregister.gov/documents/2010/12/21/2010-32018/temporary-suspension-of-certain-oil-spill-response-time-requirements-to-support-deepwater-horizon,,www.govinfo.gov,Rule,policy letter
2010-32796,Notice of Public Meeting on the International Maritime Organization Guidelines for Exhaust Gas Cleaning Systems for Marine Engines To Comply with Annex VI to MARPOL 73/78,2010-12-29,https://www.govinfo.gov/content/pkg/FR-2010-12-29/pdf/2010-32796.pdf,https://www.federalregister.gov/documents/2010/12/29/2010-32796/notice-of-public-meeting-on-the-international-maritime-organization-guidelines-for-exhaust-gas,,www.govinfo.gov,Notice,policy letter
2011-88,Application for Recertification of Prince William Sound Regional Citizens' Advisory Council,2011-01-07,https://www.govinfo.gov/content/pkg/FR-2011-01-07/pdf/2011-88.pdf,https://www.federalregister.gov/documents/2011/01/07/2011-88/application-for-recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2011-5412,Policy for Guidelines for Coast Guard Evaluations of Compliance With the U.S. Environmental Protection Agency's Vessel General Permit for Discharges Incidental to the Normal Operation of Vessels,2011-03-09,https://www.govinfo.gov/content/pkg/FR-2011-03-09/pdf/2011-5412.pdf,https://www.federalregister.gov/documents/2011/03/09/2011-5412/policy-for-guidelines-for-coast-guard-evaluations-of-compliance-with-the-us-environmental-protection,,www.govinfo.gov,Notice,policy letter
2011-5669,Lower Mississippi River Waterway Safety Advisory Committee; Vacancies,2011-03-11,https://www.govinfo.gov/content/pkg/FR-2011-03-11/pdf/2011-5669.pdf,https://www.federalregister.gov/documents/2011/03/11/2011-5669/lower-mississippi-river-waterway-safety-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2011-8244,Notice of Entry Into Effect of MARPOL Annex V Wider Caribbean Region Special Area,2011-04-07,https://www.govinfo.gov/content/pkg/FR-2011-04-07/pdf/2011-8244.pdf,https://www.federalregister.gov/documents/2011/04/07/2011-8244/notice-of-entry-into-effect-of-marpol-annex-v-wider-caribbean-region-special-area,,www.govinfo.gov,Notice,policy letter
2011-10513,Prince William Sound Regional Citizens' Advisory Council (PWSRCAC) Charter Renewal,2011-05-02,https://www.govinfo.gov/content/pkg/FR-2011-05-02/pdf/2011-10513.pdf,https://www.federalregister.gov/documents/2011/05/02/2011-10513/prince-william-sound-regional-citizens-advisory-council-pwsrcac-charter-renewal,,www.govinfo.gov,Notice,policy letter
2011-10930,"Safety Zone; Coast Guard Use of Force Training Exercises, San Pablo Bay, CA",2011-05-05,https://www.govinfo.gov/content/pkg/FR-2011-05-05/pdf/2011-10930.pdf,https://www.federalregister.gov/documents/2011/05/05/2011-10930/safety-zone-coast-guard-use-of-force-training-exercises-san-pablo-bay-ca,,www.govinfo.gov,Rule,policy letter
2011-12151,Commercial Fishing Safety Advisory Committee; Vacancies,2011-05-18,https://www.govinfo.gov/content/pkg/FR-2011-05-18/pdf/2011-12151.pdf,https://www.federalregister.gov/documents/2011/05/18/2011-12151/commercial-fishing-safety-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2011-12282,Implementation of Revised Passenger Weight Standards for Existing Passenger Vessels,2011-05-19,https://www.govinfo.gov/content/pkg/FR-2011-05-19/pdf/2011-12282.pdf,https://www.federalregister.gov/documents/2011/05/19/2011-12282/implementation-of-revised-passenger-weight-standards-for-existing-passenger-vessels,,www.govinfo.gov,Notice,policy letter
2011-13319,Safety Requirements and Manning Exemption Eligibility on Distant Water Tuna Fleet Vessels,2011-05-31,https://www.govinfo.gov/content/pkg/FR-2011-05-31/pdf/2011-13319.pdf,https://www.federalregister.gov/documents/2011/05/31/2011-13319/safety-requirements-and-manning-exemption-eligibility-on-distant-water-tuna-fleet-vessels,,www.govinfo.gov,Notice,policy letter
2011-14332,Navigation Safety Advisory Council; Vacancies,2011-06-09,https://www.govinfo.gov/content/pkg/FR-2011-06-09/pdf/2011-14332.pdf,https://www.federalregister.gov/documents/2011/06/09/2011-14332/navigation-safety-advisory-council-vacancies,,www.govinfo.gov,Notice,policy letter
2011-14621,National Boating Safety Advisory Committee; Vacancies,2011-06-14,https://www.govinfo.gov/content/pkg/FR-2011-06-14/pdf/2011-14621.pdf,https://www.federalregister.gov/documents/2011/06/14/2011-14621/national-boating-safety-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2011-14824,"Drawbridge Operation Regulation; Atlantic Intracoastal Waterway (AIWW), Elizabeth River, Southern Branch, Chesapeake, VA",2011-06-15,https://www.govinfo.gov/content/pkg/FR-2011-06-15/pdf/2011-14824.pdf,https://www.federalregister.gov/documents/2011/06/15/2011-14824/drawbridge-operation-regulation-atlantic-intracoastal-waterway-aiww-elizabeth-river-southern-branch,,www.govinfo.gov,Rule,policy letter
2011-14920,Validation of Merchant Mariners' Vital Information and Issuance of Coast Guard Merchant Mariner's Licenses and Certificates of Registry (MMLs),2011-06-16,https://www.govinfo.gov/content/pkg/FR-2011-06-16/pdf/2011-14920.pdf,https://www.federalregister.gov/documents/2011/06/16/2011-14920/validation-of-merchant-mariners-vital-information-and-issuance-of-coast-guard-merchant-mariners,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
2011-14921,Validation of Merchant Mariners' Vital Information and Issuance of Coast Guard Merchant Mariner's Documents (MMDs),2011-06-16,https://www.govinfo.gov/content/pkg/FR-2011-06-16/pdf/2011-14921.pdf,https://www.federalregister.gov/documents/2011/06/16/2011-14921/validation-of-merchant-mariners-vital-information-and-issuance-of-coast-guard-merchant-mariners,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
2011-16540,Qualification for an STCW Endorsement as Officer in Charge of a Navigational Watch (OICNW),2011-07-01,https://www.govinfo.gov/content/pkg/FR-2011-07-01/pdf/2011-16540.pdf,https://www.federalregister.gov/documents/2011/07/01/2011-16540/qualification-for-an-stcw-endorsement-as-officer-in-charge-of-a-navigational-watch-oicnw,,www.govinfo.gov,Notice,NMC Policy Letter
2011-16890,Self-Defense of Vessels of the United States,2011-07-06,https://www.govinfo.gov/content/pkg/FR-2011-07-06/pdf/2011-16890.pdf,https://www.federalregister.gov/documents/2011/07/06/2011-16890/self-defense-of-vessels-of-the-united-states,,www.govinfo.gov,Notice,policy letter
2011-16913,National Offshore Safety Advisory Committee; Vacancies,2011-07-06,https://www.govinfo.gov/content/pkg/FR-2011-07-06/pdf/2011-16913.pdf,https://www.federalregister.gov/documents/2011/07/06/2011-16913/national-offshore-safety-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2011-17112,Risk-Based Targeting of Foreign Flagged Mobile Offshore Drilling Units (MODUs),2011-07-07,https://www.govinfo.gov/content/pkg/FR-2011-07-07/pdf/2011-17112.pdf,https://www.federalregister.gov/documents/2011/07/07/2011-17112/risk-based-targeting-of-foreign-flagged-mobile-offshore-drilling-units-modus,,www.govinfo.gov,Notice,policy letter
2011-17981,Application for Recertification of Cook Inlet Regional Citizens' Advisory Council,2011-07-18,https://www.govinfo.gov/content/pkg/FR-2011-07-18/pdf/2011-17981.pdf,https://www.federalregister.gov/documents/2011/07/18/2011-17981/application-for-recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2011-18044,"Regulated Navigation Area; Chelsea Street Bridge Construction, Chelsea, MA",2011-07-19,https://www.govinfo.gov/content/pkg/FR-2011-07-19/pdf/2011-18044.pdf,https://www.federalregister.gov/documents/2011/07/19/2011-18044/regulated-navigation-area-chelsea-street-bridge-construction-chelsea-ma,,www.govinfo.gov,Rule,policy letter
