fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
05-16515,"Security Zone; San Francisco Bay, Oakland Estuary, Alameda, CA",2005-08-22,https://www.govinfo.gov/content/pkg/FR-2005-08-22/pdf/05-16515.pdf,https://www.federalregister.gov/documents/2005/08/22/05-16515/security-zone-san-francisco-bay-oakland-estuary-alameda-ca,,www.govinfo.gov,Rule,policy letter
05-17471,Collection of Information Under Review by Office of Management and Budget (OMB): 1625-0015,2005-09-02,https://www.govinfo.gov/content/pkg/FR-2005-09-02/pdf/05-17471.pdf,https://www.federalregister.gov/documents/2005/09/02/05-17471/collection-of-information-under-review-by-office-of-management-and-budget-omb-1625-0015,,www.govinfo.gov,Notice,policy letter
05-17833,"Letter of Recommendation, Proposed LNG Project Northern Star Natural Gas LLC, Bradwood, Clatsop County, OR",2005-09-09,https://www.govinfo.gov/content/pkg/FR-2005-09-09/pdf/05-17833.pdf,https://www.federalregister.gov/documents/2005/09/09/05-17833/letter-of-recommendation-proposed-lng-project-northern-star-natural-gas-llc-bradwood-clatsop-county,,www.govinfo.gov,Notice,policy letter
05-19988,Merchant Mariner Credentials: Temporary Procedures; Hurricane Katrina,2005-10-04,https://www.govinfo.gov/content/pkg/FR-2005-10-04/pdf/05-19988.pdf,https://www.federalregister.gov/documents/2005/10/04/05-19988/merchant-mariner-credentials-temporary-procedures-hurricane-katrina,,www.govinfo.gov,Notice,Merchant Mariner Credential
05-21146,"Drawbridge Operation Regulations; Sturgeon Bay Ship Canal; Sturgeon Bay, WI",2005-10-24,https://www.govinfo.gov/content/pkg/FR-2005-10-24/pdf/05-21146.pdf,https://www.federalregister.gov/documents/2005/10/24/05-21146/drawbridge-operation-regulations-sturgeon-bay-ship-canal-sturgeon-bay-wi,,www.govinfo.gov,Rule,policy letter
05-21726,"Remedial Action Project for Petroleum and Metals Impacted Soil at Passage Island Light Station, Keweenaw County, MI; Environmental Assessment",2005-11-01,https://www.govinfo.gov/content/pkg/FR-2005-11-01/pdf/05-21726.pdf,https://www.federalregister.gov/documents/2005/11/01/05-21726/remedial-action-project-for-petroleum-and-metals-impacted-soil-at-passage-island-light-station,,www.govinfo.gov,Notice,policy letter
05-21573,Pollution Prevention Equipment,2005-11-03,https://www.govinfo.gov/content/pkg/FR-2005-11-03/pdf/05-21573.pdf,https://www.federalregister.gov/documents/2005/11/03/05-21573/pollution-prevention-equipment,,www.govinfo.gov,Proposed Rule,policy letter
05-22575,"Collection of Information Under Review by Office of Management and Budget (OMB): OMB Control Numbers: 1625-0022, 1625-0079, 1625-0088, 1625-0093, and 1625-0094.",2005-11-15,https://www.govinfo.gov/content/pkg/FR-2005-11-15/pdf/05-22575.pdf,https://www.federalregister.gov/documents/2005/11/15/05-22575/collection-of-information-under-review-by-office-of-management-and-budget-omb-omb-control-numbers,,www.govinfo.gov,Notice,policy letter
05-24195,"Security Zones; Oahu, Maui, Hawaii, and Kauai, HI",2005-12-19,https://www.govinfo.gov/content/pkg/FR-2005-12-19/pdf/05-24195.pdf,https://www.federalregister.gov/documents/2005/12/19/05-24195/security-zones-oahu-maui-hawaii-and-kauai-hi,,www.govinfo.gov,Rule,policy letter
05-24337,"Drawbridge Operation Regulations: Mianus River, CT",2005-12-22,https://www.govinfo.gov/content/pkg/FR-2005-12-22/pdf/05-24337.pdf,https://www.federalregister.gov/documents/2005/12/22/05-24337/drawbridge-operation-regulations-mianus-river-ct,,www.govinfo.gov,Rule,policy letter
06-369,Validation of Merchant Mariners' Vital Information and Issuance of Coast Guard Merchant Mariner's Licenses and Certificates of Registry,2006-01-13,https://www.govinfo.gov/content/pkg/FR-2006-01-13/pdf/06-369.pdf,https://www.federalregister.gov/documents/2006/01/13/06-369/validation-of-merchant-mariners-vital-information-and-issuance-of-coast-guard-merchant-mariners,,www.govinfo.gov,Rule,Merchant Mariner Credential
E6-406,Merchant Mariner Credentials: Temporary Procedures,2006-01-17,https://www.govinfo.gov/content/pkg/FR-2006-01-17/pdf/E6-406.pdf,https://www.federalregister.gov/documents/2006/01/17/E6-406/merchant-mariner-credentials-temporary-procedures,,www.govinfo.gov,Notice,Merchant Mariner Credential
E6-654,"Regulated Navigation Area: Savannah River, Savannah, GA",2006-01-23,https://www.govinfo.gov/content/pkg/FR-2006-01-23/pdf/E6-654.pdf,https://www.federalregister.gov/documents/2006/01/23/E6-654/regulated-navigation-area-savannah-river-savannah-ga,,www.govinfo.gov,Proposed Rule,policy letter
E6-854,"Collection of Information Under Review by Office of Management and Budget (OMB): 1625-0022, 1625-0079, and 1625-0088, 1625-0093, and 1625-0094",2006-01-25,https://www.govinfo.gov/content/pkg/FR-2006-01-25/pdf/E6-854.pdf,https://www.federalregister.gov/documents/2006/01/25/E6-854/collection-of-information-under-review-by-office-of-management-and-budget-omb-1625-0022-1625-0079,,www.govinfo.gov,Notice,policy letter
06-920,Exclusion Zones for Marine LNG Spills,2006-02-01,https://www.govinfo.gov/content/pkg/FR-2006-02-01/pdf/06-920.pdf,https://www.federalregister.gov/documents/2006/02/01/06-920/exclusion-zones-for-marine-lng-spills,,www.govinfo.gov,Proposed Rule,policy letter
E6-2055,"Waterway Suitability Assessment for Expansion of Dominion Cove Point Liquefied Natural Gas Facility, Calvert County, Maryland",2006-02-14,https://www.govinfo.gov/content/pkg/FR-2006-02-14/pdf/E6-2055.pdf,https://www.federalregister.gov/documents/2006/02/14/E6-2055/waterway-suitability-assessment-for-expansion-of-dominion-cove-point-liquefied-natural-gas-facility,,www.govinfo.gov,Notice,policy letter
06-1242,Vessel Documentation: Lease Financing for Vessels Engaged in the Coastwise Trade,2006-02-15,https://www.govinfo.gov/content/pkg/FR-2006-02-15/pdf/06-1242.pdf,https://www.federalregister.gov/documents/2006/02/15/06-1242/vessel-documentation-lease-financing-for-vessels-engaged-in-the-coastwise-trade,,www.govinfo.gov,Proposed Rule,policy letter
06-3014,"Regulated Navigation Area; Buzzards Bay, MA; Navigable Waterways With the First Coast Guard District",2006-03-29,https://www.govinfo.gov/content/pkg/FR-2006-03-29/pdf/06-3014.pdf,https://www.federalregister.gov/documents/2006/03/29/06-3014/regulated-navigation-area-buzzards-bay-ma-navigable-waterways-with-the-first-coast-guard-district,,www.govinfo.gov,Proposed Rule,policy letter
06-3172,"Drawbridge Operation Regulation; Skidaway Bridge (SR 204), Intracoastal Waterway, Mile 592.9, Savannah, Chatham County, GA",2006-04-03,https://www.govinfo.gov/content/pkg/FR-2006-04-03/pdf/06-3172.pdf,https://www.federalregister.gov/documents/2006/04/03/06-3172/drawbridge-operation-regulation-skidaway-bridge-sr-204-intracoastal-waterway-mile-5929-savannah,,www.govinfo.gov,Rule,policy letter
06-3173,Rates for Pilotage on the Great Lakes,2006-04-03,https://www.govinfo.gov/content/pkg/FR-2006-04-03/pdf/06-3173.pdf,https://www.federalregister.gov/documents/2006/04/03/06-3173/rates-for-pilotage-on-the-great-lakes,,www.govinfo.gov,Rule,policy letter
E6-5604,Prince William Sound Regional Citizens' Advisory Council (PWSRCAC) Charter Renewal,2006-04-17,https://www.govinfo.gov/content/pkg/FR-2006-04-17/pdf/E6-5604.pdf,https://www.federalregister.gov/documents/2006/04/17/E6-5604/prince-william-sound-regional-citizens-advisory-council-pwsrcac-charter-renewal,,www.govinfo.gov,Notice,policy letter
06-3926,Domestic Vessel Passenger Weights-Voluntary Interim Measures,2006-04-26,https://www.govinfo.gov/content/pkg/FR-2006-04-26/pdf/06-3926.pdf,https://www.federalregister.gov/documents/2006/04/26/06-3926/domestic-vessel-passenger-weights-voluntary-interim-measures,,www.govinfo.gov,Notice,NMC Policy Letter
06-4026,Maritime Identification Credentials,2006-04-28,https://www.govinfo.gov/content/pkg/FR-2006-04-28/pdf/06-4026.pdf,https://www.federalregister.gov/documents/2006/04/28/06-4026/maritime-identification-credentials,,www.govinfo.gov,Rule,Merchant Mariner Credential
06-4631,Drawbridge Operation Regulations; Amendment,2006-05-17,https://www.govinfo.gov/content/pkg/FR-2006-05-17/pdf/06-4631.pdf,https://www.federalregister.gov/documents/2006/05/17/06-4631/drawbridge-operation-regulations-amendment,,www.govinfo.gov,Proposed Rule,policy letter
06-4508,Transportation Worker Identification Credential (TWIC) Implementation in the Maritime Sector; Hazardous Materials Endorsement for a Commercial Driver's License,2006-05-22,https://www.govinfo.gov/content/pkg/FR-2006-05-22/pdf/06-4508.pdf,https://www.federalregister.gov/documents/2006/05/22/06-4508/transportation-worker-identification-credential-twic-implementation-in-the-maritime-sector-hazardous,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
06-4509,Consolidation of Merchant Mariner Qualification Credentials,2006-05-22,https://www.govinfo.gov/content/pkg/FR-2006-05-22/pdf/06-4509.pdf,https://www.federalregister.gov/documents/2006/05/22/06-4509/consolidation-of-merchant-mariner-qualification-credentials,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
E6-8075,"Regulated Navigation Area: Narragansett Bay, RI and Mount Hope Bay, MA, Including the Providence River and Taunton River",2006-05-25,https://www.govinfo.gov/content/pkg/FR-2006-05-25/pdf/E6-8075.pdf,https://www.federalregister.gov/documents/2006/05/25/E6-8075/regulated-navigation-area-narragansett-bay-ri-and-mount-hope-bay-ma-including-the-providence-river,,www.govinfo.gov,Proposed Rule,policy letter
06-4900,Transportation Worker Identification Credential (TWIC) Implementation in the Maritime Sector; Hazardous Materials Endorsement for a Commercial Driver's License; Consolidation of Merchant Mariner Qualification Credentials,2006-05-26,https://www.govinfo.gov/content/pkg/FR-2006-05-26/pdf/06-4900.pdf,https://www.federalregister.gov/documents/2006/05/26/06-4900/transportation-worker-identification-credential-twic-implementation-in-the-maritime-sector-hazardous,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
E6-8631,Merchant Marine Personnel Advisory Committee; Notice of Open Teleconference Meetings,2006-06-05,https://www.govinfo.gov/content/pkg/FR-2006-06-05/pdf/E6-8631.pdf,https://www.federalregister.gov/documents/2006/06/05/E6-8631/merchant-marine-personnel-advisory-committee-notice-of-open-teleconference-meetings,,www.govinfo.gov,Notice,Merchant Mariner Credential
E6-10063,Towing Safety Advisory Committee; Notice of Open Teleconference Meetings,2006-06-27,https://www.govinfo.gov/content/pkg/FR-2006-06-27/pdf/E6-10063.pdf,https://www.federalregister.gov/documents/2006/06/27/E6-10063/towing-safety-advisory-committee-notice-of-open-teleconference-meetings,,www.govinfo.gov,Notice,Merchant Mariner Credential
E6-10065,"Letter of Recommendation, Proposed LNG Project, Jordan Cove Energy Project, LP, Coos County, OR",2006-06-27,https://www.govinfo.gov/content/pkg/FR-2006-06-27/pdf/E6-10065.pdf,https://www.federalregister.gov/documents/2006/06/27/E6-10065/letter-of-recommendation-proposed-lng-project-jordan-cove-energy-project-lp-coos-county-or,,www.govinfo.gov,Notice,policy letter
E6-10252,"Drawbridge Operation Regulation; Broward County Bridges, Atlantic Intracoastal Waterway, Broward County, FL",2006-06-29,https://www.govinfo.gov/content/pkg/FR-2006-06-29/pdf/E6-10252.pdf,https://www.federalregister.gov/documents/2006/06/29/E6-10252/drawbridge-operation-regulation-broward-county-bridges-atlantic-intracoastal-waterway-broward-county,,www.govinfo.gov,Rule,policy letter
06-6978,Merchant Mariner Credentials: Temporary Procedures,2006-08-16,https://www.govinfo.gov/content/pkg/FR-2006-08-16/pdf/06-6978.pdf,https://www.federalregister.gov/documents/2006/08/16/06-6978/merchant-mariner-credentials-temporary-procedures,,www.govinfo.gov,Notice,Merchant Mariner Credential
E6-13666,Towing Safety Advisory Committee,2006-08-18,https://www.govinfo.gov/content/pkg/FR-2006-08-18/pdf/E6-13666.pdf,https://www.federalregister.gov/documents/2006/08/18/E6-13666/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Merchant Mariner Credential
06-7055,Transportation Worker Identification Credential (TWIC) Implementation in the Maritime Sector; Hazardous Materials Endorsement for a Commercial Driver's License,2006-08-21,https://www.govinfo.gov/content/pkg/FR-2006-08-21/pdf/06-7055.pdf,https://www.federalregister.gov/documents/2006/08/21/06-7055/transportation-worker-identification-credential-twic-implementation-in-the-maritime-sector-hazardous,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
E6-13532,Mariner Licensing and Documentation Program Restructuring and Centralization,2006-08-21,https://www.govinfo.gov/content/pkg/FR-2006-08-21/pdf/E6-13532.pdf,https://www.federalregister.gov/documents/2006/08/21/E6-13532/mariner-licensing-and-documentation-program-restructuring-and-centralization,,www.govinfo.gov,Rule,Merchant Mariner Credential
E6-13902,Head and Gut Fleet; Alternate Standards for Fish Processing Vessels,2006-08-22,https://www.govinfo.gov/content/pkg/FR-2006-08-22/pdf/E6-13902.pdf,https://www.federalregister.gov/documents/2006/08/22/E6-13902/head-and-gut-fleet-alternate-standards-for-fish-processing-vessels,,www.govinfo.gov,Notice,policy letter
06-8305,Medical and Physical Evaluation Guidelines for Merchant Mariner Credentials,2006-09-28,https://www.govinfo.gov/content/pkg/FR-2006-09-28/pdf/06-8305.pdf,https://www.federalregister.gov/documents/2006/09/28/06-8305/medical-and-physical-evaluation-guidelines-for-merchant-mariner-credentials,,www.govinfo.gov,Notice,Merchant Mariner Credential
06-8306,Exercise of Authority To Require Pilots To Submit Annual Physical Examinations,2006-09-28,https://www.govinfo.gov/content/pkg/FR-2006-09-28/pdf/06-8306.pdf,https://www.federalregister.gov/documents/2006/09/28/06-8306/exercise-of-authority-to-require-pilots-to-submit-annual-physical-examinations,,www.govinfo.gov,Notice,Merchant Mariner Credential
06-8274,Deepwater Ports,2006-09-29,https://www.govinfo.gov/content/pkg/FR-2006-09-29/pdf/06-8274.pdf,https://www.federalregister.gov/documents/2006/09/29/06-8274/deepwater-ports,,www.govinfo.gov,Rule,policy letter
E6-16430,Cook Inlet Regional Citizen's Advisory Committee; Charter Renewal,2006-10-05,https://www.govinfo.gov/content/pkg/FR-2006-10-05/pdf/E6-16430.pdf,https://www.federalregister.gov/documents/2006/10/05/E6-16430/cook-inlet-regional-citizens-advisory-committee-charter-renewal,,www.govinfo.gov,Notice,policy letter
E6-17037,Vessel Documentation: Lease Financing for Vessels Engaged in the Coastwise Trade,2006-10-18,https://www.govinfo.gov/content/pkg/FR-2006-10-18/pdf/E6-17037.pdf,https://www.federalregister.gov/documents/2006/10/18/E6-17037/vessel-documentation-lease-financing-for-vessels-engaged-in-the-coastwise-trade,,www.govinfo.gov,Rule,policy letter
E6-18801,"Drawbridge Operation Regulations; S.E. Third Avenue, Andrews Avenue, Marshall/Seventh Avenue and Davie Boulevard/S.W. Twelfth Street bridges, New River and New River South Fork, Miles 1.4, 2.3, 2.7, and 0.9 at Fort Lauderdale, FL",2006-11-08,https://www.govinfo.gov/content/pkg/FR-2006-11-08/pdf/E6-18801.pdf,https://www.federalregister.gov/documents/2006/11/08/E6-18801/drawbridge-operation-regulations-se-third-avenue-andrews-avenue-marshallseventh-avenue-and-davie,,www.govinfo.gov,Rule,policy letter
06-9237,"Drawbridge Operation Regulations; Chincoteague Channel, Chincoteague, VA",2006-11-16,https://www.govinfo.gov/content/pkg/FR-2006-11-16/pdf/06-9237.pdf,https://www.federalregister.gov/documents/2006/11/16/06-9237/drawbridge-operation-regulations-chincoteague-channel-chincoteague-va,,www.govinfo.gov,Rule,policy letter
06-9517,Drawbridge Operation Regulations; Amendment,2006-12-04,https://www.govinfo.gov/content/pkg/FR-2006-12-04/pdf/06-9517.pdf,https://www.federalregister.gov/documents/2006/12/04/06-9517/drawbridge-operation-regulations-amendment,,www.govinfo.gov,Rule,policy letter
07-38,"Security Zone, Elba Island LNG mooring Slip, Savannah River, Savannah, GA",2007-01-09,https://www.govinfo.gov/content/pkg/FR-2007-01-09/pdf/07-38.pdf,https://www.federalregister.gov/documents/2007/01/09/07-38/security-zone-elba-island-lng-mooring-slip-savannah-river-savannah-ga,,www.govinfo.gov,Rule,policy letter
E7-728,"Regulated Navigation Area: Savannah River, Savannah, GA",2007-01-19,https://www.govinfo.gov/content/pkg/FR-2007-01-19/pdf/E7-728.pdf,https://www.federalregister.gov/documents/2007/01/19/E7-728/regulated-navigation-area-savannah-river-savannah-ga,,www.govinfo.gov,Rule,policy letter
E7-832,"Drawbridge Operation Regulation; Gulf Intracoastal Waterway, Anna Maria, FL",2007-01-22,https://www.govinfo.gov/content/pkg/FR-2007-01-22/pdf/E7-832.pdf,https://www.federalregister.gov/documents/2007/01/22/E7-832/drawbridge-operation-regulation-gulf-intracoastal-waterway-anna-maria-fl,,www.govinfo.gov,Rule,policy letter
07-18,Consolidation of Merchant Mariner Qualification Credentials,2007-01-25,https://www.govinfo.gov/content/pkg/FR-2007-01-25/pdf/07-18.pdf,https://www.federalregister.gov/documents/2007/01/25/07-18/consolidation-of-merchant-mariner-qualification-credentials,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
