fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
E9-7667,Navigation Safety Advisory Council; Meeting,2009-04-06,https://www.govinfo.gov/content/pkg/FR-2009-04-06/pdf/E9-7667.pdf,https://www.federalregister.gov/documents/2009/04/06/E9-7667/navigation-safety-advisory-council-meeting,,www.govinfo.gov,Notice,NVIC
E9-8615,Towing Safety Advisory Committee; Meetings,2009-04-15,https://www.govinfo.gov/content/pkg/FR-2009-04-15/pdf/E9-8615.pdf,https://www.federalregister.gov/documents/2009/04/15/E9-8615/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
E9-9165,"Special Local Regulation; Volvo Ocean Race 2009, Nahant, Boston Harbor, MA",2009-04-22,https://www.govinfo.gov/content/pkg/FR-2009-04-22/pdf/E9-9165.pdf,https://www.federalregister.gov/documents/2009/04/22/E9-9165/special-local-regulation-volvo-ocean-race-2009-nahant-boston-harbor-ma,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-9639,Revision of LNG and LHG Waterfront Facility General Requirements,2009-04-28,https://www.govinfo.gov/content/pkg/FR-2009-04-28/pdf/E9-9639.pdf,https://www.federalregister.gov/documents/2009/04/28/E9-9639/revision-of-lng-and-lhg-waterfront-facility-general-requirements,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
E9-9640,"Safety Zone; St. Thomas Harbor, Charlotte Amalie, U.S.V.I.",2009-04-28,https://www.govinfo.gov/content/pkg/FR-2009-04-28/pdf/E9-9640.pdf,https://www.federalregister.gov/documents/2009/04/28/E9-9640/safety-zone-st-thomas-harbor-charlotte-amalie-usvi,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-9718,"Safety Zone; Blue Water Resort and Casino APBA National Tour Rounds 1 & 2; Colorado River, Parker, AZ",2009-04-29,https://www.govinfo.gov/content/pkg/FR-2009-04-29/pdf/E9-9718.pdf,https://www.federalregister.gov/documents/2009/04/29/E9-9718/safety-zone-blue-water-resort-and-casino-apba-national-tour-rounds-1-and-2-colorado-river-parker-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-10113,Alternate Compliance Program: Vessel Inspection Alternatives,2009-05-04,https://www.govinfo.gov/content/pkg/FR-2009-05-04/pdf/E9-10113.pdf,https://www.federalregister.gov/documents/2009/05/04/E9-10113/alternate-compliance-program-vessel-inspection-alternatives,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-14248,National Offshore Safety Advisory Committee,2009-06-17,https://www.govinfo.gov/content/pkg/FR-2009-06-17/pdf/E9-14248.pdf,https://www.federalregister.gov/documents/2009/06/17/E9-14248/national-offshore-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
E9-15485,Voluntary Compliance With International Sewage Regulations in Annex IV to MARPOL 73/78,2009-06-30,https://www.govinfo.gov/content/pkg/FR-2009-06-30/pdf/E9-15485.pdf,https://www.federalregister.gov/documents/2009/06/30/E9-15485/voluntary-compliance-with-international-sewage-regulations-in-annex-iv-to-marpol-7378,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
E9-20310,Nontank Vessel Response Plans and Other Vessel Response Plan Requirements,2009-08-31,https://www.govinfo.gov/content/pkg/FR-2009-08-31/pdf/E9-20310.pdf,https://www.federalregister.gov/documents/2009/08/31/E9-20310/nontank-vessel-response-plans-and-other-vessel-response-plan-requirements,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
E9-20311,Vessel and Facility Response Plans for Oil: 2003 Removal Equipment Requirements and Alternative Technology Revisions,2009-08-31,https://www.govinfo.gov/content/pkg/FR-2009-08-31/pdf/E9-20311.pdf,https://www.federalregister.gov/documents/2009/08/31/E9-20311/vessel-and-facility-response-plans-for-oil-2003-removal-equipment-requirements-and-alternative,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-21023,"Safety Zone; IJSBA World Finals, Lower Colorado River, Lake Havasu, AZ",2009-09-02,https://www.govinfo.gov/content/pkg/FR-2009-09-02/pdf/E9-21023.pdf,https://www.federalregister.gov/documents/2009/09/02/E9-21023/safety-zone-ijsba-world-finals-lower-colorado-river-lake-havasu-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
E9-21566,Towing Safety Advisory Committee; Meetings,2009-09-08,https://www.govinfo.gov/content/pkg/FR-2009-09-08/pdf/E9-21566.pdf,https://www.federalregister.gov/documents/2009/09/08/E9-21566/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
E9-26821,"Implementation of the 1995 Amendments to the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978",2009-11-17,https://www.govinfo.gov/content/pkg/FR-2009-11-17/pdf/E9-26821.pdf,https://www.federalregister.gov/documents/2009/11/17/E9-26821/implementation-of-the-1995-amendments-to-the-international-convention-on-standards-of-training,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
E9-28718,Merchant Mariner Credential Medical Evaluation Report (CG-719 K) and the Merchant Mariner Evaluation of Fitness for Entry Level Ratings (CG-719 K/E),2009-12-01,https://www.govinfo.gov/content/pkg/FR-2009-12-01/pdf/E9-28718.pdf,https://www.federalregister.gov/documents/2009/12/01/E9-28718/merchant-mariner-credential-medical-evaluation-report-cg-719-k-and-the-merchant-mariner-evaluation,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-3312,Towing Safety Advisory Committee; Meetings,2010-02-22,https://www.govinfo.gov/content/pkg/FR-2010-02-22/pdf/2010-3312.pdf,https://www.federalregister.gov/documents/2010/02/22/2010-3312/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-4645,"Revision to Navigation and Inspection Circular 11-93, Change 3 (NVIC 11-93 CH-3), Applicability of Tonnage Measurement Systems to U.S. Flag Vessels",2010-03-05,https://www.govinfo.gov/content/pkg/FR-2010-03-05/pdf/2010-4645.pdf,https://www.federalregister.gov/documents/2010/03/05/2010-4645/revision-to-navigation-and-inspection-circular-11-93-change-3-nvic-11-93-ch-3-applicability-of,NVIC 11-93 Ch-3,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-8479,"Safety Zone; BWRC Spring Classic, Parker, AZ",2010-04-14,https://www.govinfo.gov/content/pkg/FR-2010-04-14/pdf/2010-8479.pdf,https://www.federalregister.gov/documents/2010/04/14/2010-8479/safety-zone-bwrc-spring-classic-parker-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-10207,"Safety Zone; APBA National Tour, Parker, AZ",2010-04-30,https://www.govinfo.gov/content/pkg/FR-2010-04-30/pdf/2010-10207.pdf,https://www.federalregister.gov/documents/2010/04/30/2010-10207/safety-zone-apba-national-tour-parker-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-11517,Navigation Safety Advisory Council; Meeting,2010-05-14,https://www.govinfo.gov/content/pkg/FR-2010-05-14/pdf/2010-11517.pdf,https://www.federalregister.gov/documents/2010/05/14/2010-11517/navigation-safety-advisory-council-meeting,,www.govinfo.gov,Notice,NVIC
2010-12680,Revision of LNG and LHG Waterfront Facility General Requirements,2010-05-26,https://www.govinfo.gov/content/pkg/FR-2010-05-26/pdf/2010-12680.pdf,https://www.federalregister.gov/documents/2010/05/26/2010-12680/revision-of-lng-and-lhg-waterfront-facility-general-requirements,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-14464,Bulk Solid Hazardous Materials: Harmonization With the International Maritime Solid Bulk Cargoes (IMSBC) Code,2010-06-17,https://www.govinfo.gov/content/pkg/FR-2010-06-17/pdf/2010-14464.pdf,https://www.federalregister.gov/documents/2010/06/17/2010-14464/bulk-solid-hazardous-materials-harmonization-with-the-international-maritime-solid-bulk-cargoes,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2010-14620,"Navigation and Navigable Waters; Technical, Organizational, and Conforming Amendments",2010-06-25,https://www.govinfo.gov/content/pkg/FR-2010-06-25/pdf/2010-14620.pdf,https://www.federalregister.gov/documents/2010/06/25/2010-14620/navigation-and-navigable-waters-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-15969,"Safety Zone; Fixed Mooring Balls, South of Barbers Pt. Harbor Channel, Oahu, HI",2010-07-01,https://www.govinfo.gov/content/pkg/FR-2010-07-01/pdf/2010-15969.pdf,https://www.federalregister.gov/documents/2010/07/01/2010-15969/safety-zone-fixed-mooring-balls-south-of-barbers-pt-harbor-channel-oahu-hi,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-20251,Towing Safety Advisory Committee; Meetings,2010-08-17,https://www.govinfo.gov/content/pkg/FR-2010-08-17/pdf/2010-20251.pdf,https://www.federalregister.gov/documents/2010/08/17/2010-20251/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-20746,"Regulated Navigation Areas, Safety Zones, Security Zones; Deepwater Ports in Boston Captain of the Port Zone, MA",2010-08-20,https://www.govinfo.gov/content/pkg/FR-2010-08-20/pdf/2010-20746.pdf,https://www.federalregister.gov/documents/2010/08/20/2010-20746/regulated-navigation-areas-safety-zones-security-zones-deepwater-ports-in-boston-captain-of-the-port,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-20917,Lifesaving Equipment: Production Testing and Harmonization With International Standards,2010-08-31,https://www.govinfo.gov/content/pkg/FR-2010-08-31/pdf/2010-20917.pdf,https://www.federalregister.gov/documents/2010/08/31/2010-20917/lifesaving-equipment-production-testing-and-harmonization-with-international-standards,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2010-25071,"Notice of Public Availability of Navigation and Vessel Inspection Circular (NVIC) 2-10, “Guidance for Implementation and Enforcement of the Salvage and Marine Firefighting Regulations for Vessel Response Plans”",2010-10-06,https://www.govinfo.gov/content/pkg/FR-2010-10-06/pdf/2010-25071.pdf,https://www.federalregister.gov/documents/2010/10/06/2010-25071/notice-of-public-availability-of-navigation-and-vessel-inspection-circular-nvic-2-10-guidance-for,NVIC 2-10,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-25193,"Safety Zone; IJSBA World Finals, Lower Colorado River, Lake Havasu, AZ",2010-10-06,https://www.govinfo.gov/content/pkg/FR-2010-10-06/pdf/2010-25193.pdf,https://www.federalregister.gov/documents/2010/10/06/2010-25193/safety-zone-ijsba-world-finals-lower-colorado-river-lake-havasu-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2010-25384,Marine Vapor Control Systems,2010-10-21,https://www.govinfo.gov/content/pkg/FR-2010-10-21/pdf/2010-25384.pdf,https://www.federalregister.gov/documents/2010/10/21/2010-25384/marine-vapor-control-systems,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2010-27592,Policy for Banning of Foreign Vessels From Entry into United States Ports,2010-11-02,https://www.govinfo.gov/content/pkg/FR-2010-11-02/pdf/2010-27592.pdf,https://www.federalregister.gov/documents/2010/11/02/2010-27592/policy-for-banning-of-foreign-vessels-from-entry-into-united-states-ports,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2010-30391,Passenger Weight and Inspected Vessel Stability Requirements,2010-12-14,https://www.govinfo.gov/content/pkg/FR-2010-12-14/pdf/2010-30391.pdf,https://www.federalregister.gov/documents/2010/12/14/2010-30391/passenger-weight-and-inspected-vessel-stability-requirements,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-173,Special Local Regulations and Safety Zones; Recurring Events in Northern New England,2011-01-11,https://www.govinfo.gov/content/pkg/FR-2011-01-11/pdf/2011-173.pdf,https://www.federalregister.gov/documents/2011/01/11/2011-173/special-local-regulations-and-safety-zones-recurring-events-in-northern-new-england,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2011-10664,"Safety Zone; Rudey/Braga Wedding Fireworks Display, Cos Cob Harbor, Greenwich, CT",2011-05-03,https://www.govinfo.gov/content/pkg/FR-2011-05-03/pdf/2011-10664.pdf,https://www.federalregister.gov/documents/2011/05/03/2011-10664/safety-zone-rudeybraga-wedding-fireworks-display-cos-cob-harbor-greenwich-ct,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2011-15784,Special Local Regulations and Safety Zones; Recurring Events in Captain of the Port Boston Zone,2011-06-28,https://www.govinfo.gov/content/pkg/FR-2011-06-28/pdf/2011-15784.pdf,https://www.federalregister.gov/documents/2011/06/28/2011-15784/special-local-regulations-and-safety-zones-recurring-events-in-captain-of-the-port-boston-zone,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2011-16111,Special Local Regulations and Safety Zones; Recurring Events in Captain of the Port New York Zone,2011-06-29,https://www.govinfo.gov/content/pkg/FR-2011-06-29/pdf/2011-16111.pdf,https://www.federalregister.gov/documents/2011/06/29/2011-16111/special-local-regulations-and-safety-zones-recurring-events-in-captain-of-the-port-new-york-zone,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2011-17093,"Implementation of the Amendments to the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978, and Changes to Domestic Endorsements.",2011-08-01,https://www.govinfo.gov/content/pkg/FR-2011-08-01/pdf/2011-17093.pdf,https://www.federalregister.gov/documents/2011/08/01/2011-17093/implementation-of-the-amendments-to-the-international-convention-on-standards-of-training,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2011-22197,Merchant Mariner Medical Advisory Committee,2011-08-30,https://www.govinfo.gov/content/pkg/FR-2011-08-30/pdf/2011-22197.pdf,https://www.federalregister.gov/documents/2011/08/30/2011-22197/merchant-mariner-medical-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2011-24580,Towing Safety Advisory Committee; Meeting,2011-09-26,https://www.govinfo.gov/content/pkg/FR-2011-09-26/pdf/2011-24580.pdf,https://www.federalregister.gov/documents/2011/09/26/2011-24580/towing-safety-advisory-committee-meeting,,www.govinfo.gov,Notice,NVIC
2011-25547,"Safety Zone; IJSBA World Finals; Lower Colorado River, Lake Havasu, AZ",2011-10-04,https://www.govinfo.gov/content/pkg/FR-2011-10-04/pdf/2011-25547.pdf,https://www.federalregister.gov/documents/2011/10/04/2011-25547/safety-zone-ijsba-world-finals-lower-colorado-river-lake-havasu-az,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-25035,Lifesaving Equipment: Production Testing and Harmonization With International Standards,2011-10-11,https://www.govinfo.gov/content/pkg/FR-2011-10-11/pdf/2011-25035.pdf,https://www.federalregister.gov/documents/2011/10/11/2011-25035/lifesaving-equipment-production-testing-and-harmonization-with-international-standards,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-28847,Special Local Regulations and Safety Zones; Recurring Events in Captain of the Port New York Zone,2011-11-09,https://www.govinfo.gov/content/pkg/FR-2011-11-09/pdf/2011-28847.pdf,https://www.federalregister.gov/documents/2011/11/09/2011-28847/special-local-regulations-and-safety-zones-recurring-events-in-captain-of-the-port-new-york-zone,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-29015,Special Local Regulations and Safety Zones; Recurring Events in Captain of the Port Boston Zone,2011-11-09,https://www.govinfo.gov/content/pkg/FR-2011-11-09/pdf/2011-29015.pdf,https://www.federalregister.gov/documents/2011/11/09/2011-29015/special-local-regulations-and-safety-zones-recurring-events-in-captain-of-the-port-boston-zone,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-32007,Seagoing Barges,2011-12-14,https://www.govinfo.gov/content/pkg/FR-2011-12-14/pdf/2011-32007.pdf,https://www.federalregister.gov/documents/2011/12/14/2011-32007/seagoing-barges,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2011-33032,Special Local Regulations and Safety Zones; Recurring Events in Northern New England,2011-12-27,https://www.govinfo.gov/content/pkg/FR-2011-12-27/pdf/2011-33032.pdf,https://www.federalregister.gov/documents/2011/12/27/2011-33032/special-local-regulations-and-safety-zones-recurring-events-in-northern-new-england,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2012-1004,Draft Guidance Regarding Inspection and Certification of Vessels Under the Maritime Security Program,2012-01-19,https://www.govinfo.gov/content/pkg/FR-2012-01-19/pdf/2012-1004.pdf,https://www.federalregister.gov/documents/2012/01/19/2012-1004/draft-guidance-regarding-inspection-and-certification-of-vessels-under-the-maritime-security-program,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2012-2391,Safety Zones; Annually Recurring Marine Events in Coast Guard Southeastern New England Captain of the Port Zone,2012-02-03,https://www.govinfo.gov/content/pkg/FR-2012-02-03/pdf/2012-2391.pdf,https://www.federalregister.gov/documents/2012/02/03/2012-2391/safety-zones-annually-recurring-marine-events-in-coast-guard-southeastern-new-england-captain-of-the,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2012-2548,Information Collection Requests to Office of Management and Budget,2012-02-06,https://www.govinfo.gov/content/pkg/FR-2012-02-06/pdf/2012-2548.pdf,https://www.federalregister.gov/documents/2012/02/06/2012-2548/information-collection-requests-to-office-of-management-and-budget,,www.govinfo.gov,Notice,NVIC
2012-6579,Standards for Living Organisms in Ships' Ballast Water Discharged in U.S. Waters,2012-03-23,https://www.govinfo.gov/content/pkg/FR-2012-03-23/pdf/2012-6579.pdf,https://www.federalregister.gov/documents/2012/03/23/2012-6579/standards-for-living-organisms-in-ships-ballast-water-discharged-in-us-waters,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2012-8288,Merchant Mariner Medical Advisory Committee,2012-04-06,https://www.govinfo.gov/content/pkg/FR-2012-04-06/pdf/2012-8288.pdf,https://www.federalregister.gov/documents/2012/04/06/2012-8288/merchant-mariner-medical-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2012-9519,Special Local Regulations and Safety Zones; Recurring Events in Northern New England,2012-04-20,https://www.govinfo.gov/content/pkg/FR-2012-04-20/pdf/2012-9519.pdf,https://www.federalregister.gov/documents/2012/04/20/2012-9519/special-local-regulations-and-safety-zones-recurring-events-in-northern-new-england,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2012-12316,Safety Zones; Annually Recurring Marine Events in Coast Guard Southeastern New England Captain of the Port Zone,2012-05-22,https://www.govinfo.gov/content/pkg/FR-2012-05-22/pdf/2012-12316.pdf,https://www.federalregister.gov/documents/2012/05/22/2012-12316/safety-zones-annually-recurring-marine-events-in-coast-guard-southeastern-new-england-captain-of-the,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2012-12334,Carbon Dioxide Fire Suppression Systems on Commercial Vessels,2012-06-07,https://www.govinfo.gov/content/pkg/FR-2012-06-07/pdf/2012-12334.pdf,https://www.federalregister.gov/documents/2012/06/07/2012-12334/carbon-dioxide-fire-suppression-systems-on-commercial-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2012-14848,"Navigation and Navigable Waters; Technical, Organizational, and Conforming Amendments",2012-06-21,https://www.govinfo.gov/content/pkg/FR-2012-06-21/pdf/2012-14848.pdf,https://www.federalregister.gov/documents/2012/06/21/2012-14848/navigation-and-navigable-waters-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2012-16896,Towing Safety Advisory Committee,2012-07-11,https://www.govinfo.gov/content/pkg/FR-2012-07-11/pdf/2012-16896.pdf,https://www.federalregister.gov/documents/2012/07/11/2012-16896/towing-safety-advisory-committee,,www.govinfo.gov,Notice,NVIC
2012-20000,Towing Safety Advisory Committee; Meeting,2012-08-15,https://www.govinfo.gov/content/pkg/FR-2012-08-15/pdf/2012-20000.pdf,https://www.federalregister.gov/documents/2012/08/15/2012-20000/towing-safety-advisory-committee-meeting,,www.govinfo.gov,Notice,NVIC
2012-20705,Merchant Mariner Medical Advisory Committee,2012-08-23,https://www.govinfo.gov/content/pkg/FR-2012-08-23/pdf/2012-20705.pdf,https://www.federalregister.gov/documents/2012/08/23/2012-20705/merchant-mariner-medical-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2012-22006,Medical Waivers for Merchant Mariner Credential Applicants With Anti-Tachycardia Devices or Implantable Cardioverter Defibrillators,2012-09-07,https://www.govinfo.gov/content/pkg/FR-2012-09-07/pdf/2012-22006.pdf,https://www.federalregister.gov/documents/2012/09/07/2012-22006/medical-waivers-for-merchant-mariner-credential-applicants-with-anti-tachycardia-devices-or,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2012-24164,"Anchorages; Captain of the Port Puget Sound Zone, WA",2012-10-02,https://www.govinfo.gov/content/pkg/FR-2012-10-02/pdf/2012-24164.pdf,https://www.federalregister.gov/documents/2012/10/02/2012-24164/anchorages-captain-of-the-port-puget-sound-zone-wa,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2012-28498,"Waterway Suitability Assessment for Expansion of Liquefied Gas Terminals; Houston and Texas City, TX",2012-11-23,https://www.govinfo.gov/content/pkg/FR-2012-11-23/pdf/2012-28498.pdf,https://www.federalregister.gov/documents/2012/11/23/2012-28498/waterway-suitability-assessment-for-expansion-of-liquefied-gas-terminals-houston-and-texas-city-tx,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2012-30747,Merchant Mariner Medical Advisory Committee: Intercessional Meeting,2012-12-21,https://www.govinfo.gov/content/pkg/FR-2012-12-21/pdf/2012-30747.pdf,https://www.federalregister.gov/documents/2012/12/21/2012-30747/merchant-mariner-medical-advisory-committee-intercessional-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-00512,Carriage Standards for Bridge Navigational Watch Alarm Systems (BNWAS) Aboard U.S. Flagged Vessels,2013-01-14,https://www.govinfo.gov/content/pkg/FR-2013-01-14/pdf/2013-00512.pdf,https://www.federalregister.gov/documents/2013/01/14/2013-00512/carriage-standards-for-bridge-navigational-watch-alarm-systems-bnwas-aboard-us-flagged-vessels,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-02956,"Draft Guidance Regarding Voluntary Inspection of Vessels for Compliance With the Maritime Labour Convention, 2006",2013-02-11,https://www.govinfo.gov/content/pkg/FR-2013-02-11/pdf/2013-02956.pdf,https://www.federalregister.gov/documents/2013/02/11/2013-02956/draft-guidance-regarding-voluntary-inspection-of-vessels-for-compliance-with-the-maritime-labour,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-03121,"Anchorages; Captain of the Port Puget Sound Zone, WA",2013-02-12,https://www.govinfo.gov/content/pkg/FR-2013-02-12/pdf/2013-03121.pdf,https://www.federalregister.gov/documents/2013/02/12/2013-03121/anchorages-captain-of-the-port-puget-sound-zone-wa,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2013-03548,Merchant Mariner Medical Advisory Committee,2013-02-15,https://www.govinfo.gov/content/pkg/FR-2013-02-15/pdf/2013-03548.pdf,https://www.federalregister.gov/documents/2013/02/15/2013-03548/merchant-mariner-medical-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-03724,Updates to Standards Incorporated by Reference; Reapproved ASTM Standards; Technical Amendment,2013-02-27,https://www.govinfo.gov/content/pkg/FR-2013-02-27/pdf/2013-03724.pdf,https://www.federalregister.gov/documents/2013/02/27/2013-03724/updates-to-standards-incorporated-by-reference-reapproved-astm-standards-technical-amendment,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2013-04732,Guidance Regarding Inspection and Certification of Vessels Under the Maritime Security Program,2013-02-28,https://www.govinfo.gov/content/pkg/FR-2013-02-28/pdf/2013-04732.pdf,https://www.federalregister.gov/documents/2013/02/28/2013-04732/guidance-regarding-inspection-and-certification-of-vessels-under-the-maritime-security-program,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-05081,Towing Safety Advisory Committee; Meetings,2013-03-05,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05081.pdf,https://www.federalregister.gov/documents/2013/03/05/2013-05081/towing-safety-advisory-committee-meetings,,www.govinfo.gov,Notice,NVIC
2013-06182,Transportation Worker Identification Credential (TWIC)-Reader Requirements,2013-03-22,https://www.govinfo.gov/content/pkg/FR-2013-03-22/pdf/2013-06182.pdf,https://www.federalregister.gov/documents/2013/03/22/2013-06182/transportation-worker-identification-credential-twic-reader-requirements,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2013-06704,Medical Waivers for Merchant Mariner Credential Applicants With a History of Seizure Disorders,2013-03-25,https://www.govinfo.gov/content/pkg/FR-2013-03-25/pdf/2013-06704.pdf,https://www.federalregister.gov/documents/2013/03/25/2013-06704/medical-waivers-for-merchant-mariner-credential-applicants-with-a-history-of-seizure-disorders,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2013-10456,"Waterway Suitability Assessment for Expansion of Liquefied Gas Terminals; Nederland, TX",2013-05-03,https://www.govinfo.gov/content/pkg/FR-2013-05-03/pdf/2013-10456.pdf,https://www.federalregister.gov/documents/2013/05/03/2013-10456/waterway-suitability-assessment-for-expansion-of-liquefied-gas-terminals-nederland-tx,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-10880,"Waterway Suitability Assessment for Expansion of Liquefied Gas Terminals; Beaumont, TX",2013-05-08,https://www.govinfo.gov/content/pkg/FR-2013-05-08/pdf/2013-10880.pdf,https://www.federalregister.gov/documents/2013/05/08/2013-10880/waterway-suitability-assessment-for-expansion-of-liquefied-gas-terminals-beaumont-tx,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-11132,"Revision of Crane Regulation Standards for Mobile Offshore Drilling Units (MODUs), Offshore Supply Vessels (OSVs), and Floating Outer Continental Shelf (OCS) Facilities",2013-05-13,https://www.govinfo.gov/content/pkg/FR-2013-05-13/pdf/2013-11132.pdf,https://www.federalregister.gov/documents/2013/05/13/2013-11132/revision-of-crane-regulation-standards-for-mobile-offshore-drilling-units-modus-offshore-supply,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2013-12544,Collection of Information Under Review by Office of Management and Budget,2013-05-28,https://www.govinfo.gov/content/pkg/FR-2013-05-28/pdf/2013-12544.pdf,https://www.federalregister.gov/documents/2013/05/28/2013-12544/collection-of-information-under-review-by-office-of-management-and-budget,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-13404,Merchant Mariner Medical Advisory Committee: Intercessional Meeting,2013-06-05,https://www.govinfo.gov/content/pkg/FR-2013-06-05/pdf/2013-13404.pdf,https://www.federalregister.gov/documents/2013/06/05/2013-13404/merchant-mariner-medical-advisory-committee-intercessional-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2013-15094,"Navigation and Navigable Waters; Technical, Organizational, and Conforming Amendments",2013-07-01,https://www.govinfo.gov/content/pkg/FR-2013-07-01/pdf/2013-15094.pdf,https://www.federalregister.gov/documents/2013/07/01/2013-15094/navigation-and-navigable-waters-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,NVIC
2013-15808,Marine Vapor Control Systems,2013-07-16,https://www.govinfo.gov/content/pkg/FR-2013-07-16/pdf/2013-15808.pdf,https://www.federalregister.gov/documents/2013/07/16/2013-15808/marine-vapor-control-systems,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
